vente_id,date,prix,rue,arrondissement,type_local,surface,pieces,longitude,latitude
2024-1226708,22/11/2024,"406000,00",RUE DELAMBRE,14,Appartement ,28.0,1.0,2.32648,48.84122
2024-1227967,17/12/2024,"529300,00",RUE DE CHARENTON,12, Dépendance,,0.0,2.38954,48.83824
2024-1218391,16.05.2024,"525000,00",AV DE VERSAILLES,16,APPARTEMENT,69.0,3.0,2.26051,48.83932
2024-1212325,12/02/2024,"265000,00",RUE DU GRAND PRIEURE,11,DÉPENDANCE,,0.0,2.36939,48.865
2024-1194598,15/02/2024,"32805910,00 €",PL COLONEL FABIEN,10,Local industriel. commercial ou assimilé ,303.0,0.0,2.36948,48.87826
2024-1211340,17.01.2024,"299410,00",RUE SAINT MAUR,11,Appartement ,30.0,1.0,2.37746,48.86622
2024-1228800,20.12.2024,"153000,00",RUE DES ECOLES,5, Appartement,11.0,2.0,2.35128,48.8477
2024-1205457,16/09/2024,"1019270,00",RUE STENDHAL,20,Local industriel. commercial ou assimilé,50.0,0.0,2.40182,48.86201
2024-1194889,09/02/2024,"30000,00",RUE DE L OURCQ,19, Dépendance,,0.0,2.37827,48.89252
2024-1213766,12/03/2024,"416550,00",RUE DE GRENELLE,7, Appartement,31.0,2.0,2.30615,48.8579
2024-1226482,08/11/2024,"105000,00",RUE NATIONALE,13, Appartement,12.0,1.0,2.36582,48.82843
2024-1207123,28/10/2024,"170000,00",RUE DUHESME,18,Dépendance,,0.0,2.34682,48.89597
2024-1225590,17.10.2024,"10292000,00",RUE SAINT JACQUES,5,APPARTEMENT,29.0,1.0,2.33976,48.83946
2024-1217209,02/05/2024,"275000,00",RUE MADEMOISELLE,15, Dépendance,,0.0,2.30194,48.84274
2024-1217888,04.06.2024,"265000,00",RUE DE PLELO,15,Dépendance ,,0.0,2.28797,48.84073
2024-1195317,01/03/2024,"445000,00",RUE SAINT ANTOINE,4, Dépendance,,0.0,2.36171,48.8547
2024-1193801,25/01/2024,"884700,00",RUE LEGENDRE,17,APPARTEMENT,92.0,4.0,2.32198,48.88813
2024-1216285,30/04/2024,"24000,00",RUE DU FBG ST ANTOINE,11,DÉPENDANCE,,0.0,2.38639,48.8502
2024-1211132,29/01/2024,"16410000,00",AV FREMIET,16,LOCAL INDUSTRIEL. COMMERCIAL OU ASSIMILÉ,1159.0,0.0,2.28528,48.85663
2024-1226691,19/11/2024,"660000,00",RUE DU COMMERCE,15, Appartement,73.0,3.0,2.29576,48.84728
2024-1210074,20/12/2024,"2187,50",RUE PAJOL,18, Appartement,31.0,2.0,2.36199,48.88844
2024-1218807,05.06.2024,"4100,00",RUE NOTRE-DAME DES CHAMPS,6,Appartement,142.0,4.0,2.33559,48.84074
2024-1203286,05.07.2024,"1120700,00",RUE LEON JOST,17,Appartement,99.0,4.0,2.30283,48.88012
2024-1215257,26.03.2024,"62000,00",RUE DE BABYLONE,7,Dépendance ,,0.0,2.31842,48.85142
2024-1204795,12.09.2024,"1746154,00",RUE DES ARCHIVES,4,APPARTEMENT,155.0,5.0,2.35439,48.85804
2024-1204154,04.09.2024,"770000,00",AV DES TERNES,17,Dépendance ,,0.0,2.29242,48.87854
2024-1226416,05/11/2024,"385000,00",RUE DE TOLBIAC,13,Dépendance ,,0.0,2.37306,48.82878
2024-1213187,21.02.2024,"267175,00",RUE LAMBLARDIE,12,APPARTEMENT,32.0,2.0,2.39842,48.84061
2024-1209315,29.11.2024,"515000,00",RUE DU SIMPLON,18,Dépendance ,,0.0,2.34778,48.89432
2024-1221936,22.07.2024,"710000,00 €",RUE LAURISTON,16,Dépendance,,0.0,2.29091,48.87082
2024-1214539,03/04/2024,"45790000,00",RUE BALARD,15,Appartement,79.0,3.0,2.27788,48.83887
2024-1200371,31.05.2024,"480000,00",RUE BOURSAULT,17,Dépendance ,,0.0,2.31733,48.88623
2024-1224333,28/09/2024,"557770,00",RUE CLAUDE LORRAIN,16,Appartement,52.0,2.0,2.26011,48.84186
2024-1218718,21/06/2024,"707000,00",RUE BOILEAU,16, Appartement,72.0,2.0,2.26207,48.83987
2024-1227243,02/12/2024,"75000,00",AV DE BRETEUIL,7,Dépendance,,0.0,2.31088,48.84854
2024-1195440,14.02.2024,"204500,00",PAS LEPIC,18,APPARTEMENT,15.0,1.0,2.33427,48.88456
2024-1203609,07/08/2024,"800000,00",RUE JULIEN LACROIX,20,APPARTEMENT,17.0,1.0,2.38175,48.8729
2024-1206231,09.10.2024,"490000,00",RUE ARMAND CARREL,19,Appartement,48.0,3.0,2.38046,48.88281
2024-1213126,22.02.2024,"680933,00",RUE DE LA CONVENTION,15, Appartement,80.0,4.0,2.2785,48.84564
2024-1217911,31/05/2024,"452000,00 €",BD JOURDAN,14,APPARTEMENT,47.0,2.0,2.3418,48.82001
2024-1219438,26.06.2024,"27211160,00",BD DE GRENELLE,15, Appartement,62.0,4.0,2.29182,48.85082
2024-1209539,27/11/2024,"9200000,00",RUE MANDAR,2,Appartement ,28.0,1.0,2.34608,48.86574
2024-1199581,27.05.2024,"462000,00",RUE DES DARDANELLES,17,DÉPENDANCE,,0.0,2.28479,48.88211
2024-1214455,26/03/2024,"385000,00",AV DU GENERAL LECLERC,14,Dépendance,,0.0,2.32883,48.82929
2024-1196057,12.03.2024,"653220,00 €",RUE SAINT FERDINAND,17,Dépendance,,0.0,2.28947,48.8788
2024-1228028,13.12.2024,"490500,00",RUE DE SEVRES,7, Appartement,40.0,1.0,2.31852,48.84802
2024-1193539,03.01.2024,"674800,00 €",RUE DU BAIGNEUR,18,Dépendance,,0.0,2.34459,48.89032
2024-1197377,03.04.2024,"304380,00",RUE DU PERCHE,3,Appartement,23.0,1.0,2.36182,48.86071
2024-1205714,23/09/2024,"729825,00",RUE LABAT,18,Dépendance,,0.0,2.35071,48.88981
2024-1212737,19/02/2024,"275000,00",RUE PIERRE LEROUX,7,LOCAL INDUSTRIEL. COMMERCIAL OU ASSIMILÉ,28.0,0.0,2.31963,48.84843
2024-1203997,20/08/2024,"284800,00",RUE DES CLOYS,18,Appartement ,27.0,1.0,2.33952,48.89246
2024-1207306,31.10.2024,"749900,00",RUE JOUFFROY D'ABBANS,17,Appartement ,75.0,3.0,2.31002,48.88638
2024-1208103,31/10/2024,"314000,00",RUE YVONNE LE TAC,18,Appartement ,36.0,1.0,2.34006,48.88432
2024-1196409,22/02/2024,"355582,50",RUE DU PLATEAU,19,Dépendance ,,0.0,2.3837,48.87852
2024-1196036,14/03/2024,"280000,00",RUE ORFILA,20,Appartement,25.0,1.0,2.39947,48.86819
2024-1205786,30/09/2024,"760950,00",RUE DE BAGNOLET,20,Dépendance,,0.0,2.39758,48.85725
2024-1214096,13/03/2024,"463900,00",BD RICHARD LENOIR,11,Appartement ,38.0,3.0,2.37168,48.86394
2024-1195290,26.02.2024,"155000,00 €",RUE DU FBG SAINT DENIS,10,Dépendance,,0.0,2.35597,48.87783
2024-1219666,25/06/2024,"525000,00",RUE DE MONTREUIL,11,APPARTEMENT,48.0,2.0,2.38776,48.85027
2024-1226616,22.11.2024,"363000,00",RUE XAINTRAILLES,13,DÉPENDANCE,,0.0,2.3706,48.82935
2024-1213144,29.02.2024,"252000,00",RUE DE BASSANO,16,APPARTEMENT,21.0,1.0,2.29751,48.8688
2024-1196547,12.03.2024,"553377,00",RUE NOLLET,17,Appartement,58.0,2.0,2.32315,48.88617
2024-1208591,03.12.2024,"227750,00",RUE LA CONDAMINE,17,Appartement,19.0,1.0,2.32453,48.88764
2024-1214817,29/03/2024,"2075000,00",RUE SAINT CHARLES,15,Dépendance,,0.0,2.29004,48.85076
2024-1212354,30.01.2024,"59100,00 €",RUE DU LUNAIN,14, Dépendance,,0.0,2.32963,48.82691
2024-1228971,29.11.2024,"710000,00 €",RUE MADEMOISELLE,15,Appartement,50.0,3.0,2.30059,48.84336
2024-1223725,29/08/2024,"755250,00",RUE VANDREZANNE,13,Dépendance,,0.0,2.35463,48.82915
2024-1218210,31.05.2024,"450000,00",RUE DE LA FAISANDERIE,16, Appartement,36.0,2.0,2.27701,48.87003
2024-1226602,08/11/2024,"562000,00",AV DU DOC ARNOLD NETTER,12,Appartement,71.0,3.0,2.40532,48.8443
2024-1225900,30.10.2024,"291346,00 €",BD RICHARD LENOIR,11, Appartement,26.0,1.0,2.37343,48.86067
2024-1220579,08/07/2024,"901200,00",AV LEDRU ROLLIN,12,APPARTEMENT,95.0,4.0,2.36941,48.84717
2024-1195303,28/02/2024,"120000,00",RUE CONDORCET,9, Dépendance,,0.0,2.34084,48.88052
2024-1208042,19/11/2024,"136090,00",RUE RENNEQUIN,17,DÉPENDANCE,,0.0,2.29572,48.8837
2024-1214991,12/04/2024,"715000,00",RUE LEON FROT,11, Appartement,69.0,3.0,2.38824,48.85451
2024-1194056,31/01/2024,"351200,00",RUE DE FONTARABIE,20,Dépendance ,,0.0,2.40014,48.85771
2024-1208012,13/11/2024,"285000,00 €",RUE D HAUTPOUL,19,DÉPENDANCE,,0.0,2.38815,48.88519
2024-1220030,18.06.2024,"301000,00",RUE DES MARINIERS,14,Appartement ,47.0,2.0,2.31104,48.82743
2024-1210299,17/12/2024,"120000,00 €",RUE D AMSTERDAM,8,Appartement,115.0,5.0,2.32661,48.87886
2024-1203952,26.07.2024,"710000,00",BD MORLAND,4,Appartement,60.0,3.0,2.3647,48.84804
2024-1199863,24.05.2024,"161000,00 €",RUE FEYDEAU,2, Appartement,8.0,1.0,2.33966,48.86999
2024-1220961,27/06/2024,"280000,00",RUE DUVIVIER,7,Appartement ,25.0,1.0,2.30733,48.85678
2024-1199285,17.05.2024,"104000,00",RUE NOTRE-DAME DE LORETTE,9,Dépendance,,0.0,2.3367,48.87958
2024-1201718,09.07.2024,"140000,00",RUE BERZELIUS,17,Appartement,15.0,1.0,2.31884,48.89281
2024-1212863,29.02.2024,"270000,00",RUE DE L AMIRAL MOUCHEZ,14,APPARTEMENT,36.0,1.0,2.34108,48.82316
2024-1206154,08/10/2024,"585000,00",RUE DU FBG SAINT DENIS,10,DÉPENDANCE,,0.0,2.35966,48.88352
2024-1219311,17/05/2024,"495000,00",SQ DUNOIS,13, Appartement,79.0,4.0,2.36727,48.83372
2024-1225188,27.09.2024,"1340000,00 €",AV DES GOBELINS,5,Appartement,120.0,5.0,2.35102,48.83869
2024-1195305,14/02/2024,"361500,00",RUE LE BUA,20,Dépendance ,,0.0,2.40405,48.86666
2024-1204742,13.09.2024,"3235000,00",RUE PASTOURELLE,3,Appartement ,22.0,1.0,2.35973,48.86282
2024-1224976,10/10/2024,"5600,00",PAS DE LA FONDERIE,11,APPARTEMENT,30.0,2.0,2.37566,48.86681
2024-1206215,20/09/2024,"550000,00",RUE DES DARDANELLES,17,APPARTEMENT,61.0,3.0,2.28479,48.88211
2024-1202842,15/07/2024,"377000,00",RUE LEGENDRE,17,DÉPENDANCE,,0.0,2.31605,48.88499
2024-1197681,05.04.2024,"122000,00 €",RUE CAPRON,18,Appartement ,16.0,1.0,2.32796,48.88553
2024-1201555,13.06.2024,"189050,00 €",RUE DE BAGNOLET,20,Appartement,22.0,2.0,2.40569,48.86201
2024-1213615,07/03/2024,"455000,00 €",RUE CORBON,15,Dépendance,,0.0,2.30263,48.83617
2024-1213517,12/03/2024,"13000,00",BD VOLTAIRE,11,DÉPENDANCE,,0.0,2.37385,48.86092
2024-1209880,19.12.2024,"365000,00",RUE PASTOURELLE,3, Local industriel. commercial ou assimilé,31.0,0.0,2.35953,48.86294
2024-1204783,11.09.2024,"1200000,00",RUE DU FAUBOURG SAINT HONORE,8,DÉPENDANCE,,0.0,2.29963,48.87679
2024-1200088,16.05.2024,"139000,00",RUE PIERRE FONTAINE,9,APPARTEMENT,16.0,1.0,2.33446,48.8809
2024-1219726,05/07/2024,"430000,00",RUE DU COMMERCE,15,DÉPENDANCE,,0.0,2.29388,48.84505
2024-1206509,08.10.2024,"280000,00",RUE DE CLIGNANCOURT,18,Appartement ,40.0,1.0,2.34965,48.89286
2024-1196257,14/03/2024,"227000,00",RUE DE ROCHECHOUART,9,Appartement ,26.0,2.0,2.3471,48.88047
2024-1194218,30/01/2024,"2150000,00",RUE LAMARCK,18,Local industriel. commercial ou assimilé ,45.0,0.0,2.34133,48.88925
2024-1206355,10/10/2024,"1,00",RUE DE LA GOUTTE D OR,18,Appartement ,14.0,1.0,2.35073,48.88549
2024-1214514,29/03/2024,"811068,00",RUE LAURISTON,16,APPARTEMENT,68.0,4.0,2.29253,48.87209
2024-1209334,19/12/2024,"18600000,00",RUE DES BALKANS,20,Appartement ,139.0,6.0,2.40625,48.8611
2024-1204352,30.08.2024,"119000,00",RUE DES TROIS FRERES,18, Dépendance,,0.0,2.33965,48.8854
2024-1194897,15/02/2024,"287800,00",RUE DU SURMELIN,20,Dépendance,,0.0,2.40607,48.86939
2024-1227751,16/12/2024,"4286900,00 €",RUE SINGER,16,APPARTEMENT,114.0,4.0,2.27558,48.85712
2024-1197607,15.04.2024,"250000,00 €",AV SIMON BOLIVAR,19,DÉPENDANCE,,0.0,2.37859,48.8761
2024-1205933,30/09/2024,"340000,00",RUE D HAUTPOUL,19,Appartement ,48.0,3.0,2.38876,48.88222
2024-1211135,25.01.2024,"1150000,00 €",PAS BOITON,13,Appartement ,91.0,4.0,2.35077,48.82704
2024-1211969,05/02/2024,"307000,00",RUE DE LA CROIX NIVERT,15,DÉPENDANCE,,0.0,2.29647,48.84394
2024-1229167,17.12.2024,"590000,00",RUE DE LA FAISANDERIE,16,Appartement,51.0,2.0,2.27626,48.87024
2024-1204991,16.09.2024,"35600000,00 €",RUE MEISSONIER,17, Appartement,275.0,8.0,2.30473,48.88254
2024-1214318,06.03.2024,"118000,00",RUE DE VAUGIRARD,15,Appartement ,14.0,1.0,2.29894,48.83872
2024-1207939,05/11/2024,"95000,00",RUE TESSON,10,Appartement,25.0,2.0,2.37202,48.87112
2024-1202117,08.07.2024,"125000,00",RUE OLIVIER METRA,20,Appartement ,100.0,5.0,2.39287,48.87488
2024-1197544,16/04/2024,"45000,00",RUE DE BRETAGNE,3, Dépendance,,0.0,2.36129,48.86322
2024-1204393,02/09/2024,"350000,00 €",RUE DE PALESTINE,19, Appartement,40.0,2.0,2.38984,48.87668
2024-1219433,25/06/2024,"21606678,00",RUE POPINCOURT,11,APPARTEMENT,38.0,2.0,2.37535,48.85981
2024-1201331,28.06.2024,"260000,00",RUE DE TURENNE,3,Local industriel. commercial ou assimilé,20.0,0.0,2.36444,48.86125
2024-1206634,17.10.2024,"340000,00 €",RUE SAINT-LAZARE,9,APPARTEMENT,32.0,1.0,2.32819,48.87628
2024-1217738,16.05.2024,"710000,00",RUE PIERRE GUERIN,16,Appartement ,72.0,3.0,2.26677,48.84858
2024-1211232,25.01.2024,"850000,00 €",RUE MICHEL ANGE,16,APPARTEMENT,94.0,4.0,2.26,48.8422
2024-1213079,26/02/2024,"270000,00",RUE DE LA TOMBE ISSOIRE,14,Dépendance,,0.0,2.33205,48.82725
2024-1196473,18.03.2024,"430000,00",RUE DE LA CR DES NOUES,20,Appartement ,44.0,2.0,2.40266,48.86359
2024-1218049,10/06/2024,"25000,00",IMP ROBIQUET,6,DÉPENDANCE,,0.0,2.32613,48.84414
2024-1222251,08.08.2024,"189000,00",BD DE L HOPITAL,13,APPARTEMENT,20.0,1.0,2.3604,48.83724
2024-1197889,19.04.2024,"550000,00",RUE LA FAYETTE,10,Dépendance,,0.0,2.36703,48.8817
2024-1205599,20/09/2024,"303000,00",RUE DE CRIMEE,19,Dépendance,,0.0,2.37384,48.89357
2024-1222345,28.08.2024,"585000,00",AV DE SEGUR,7,Appartement ,56.0,2.0,2.30928,48.85013
2024-1212283,16.02.2024,"259330,00",RUE SIBUET,12,APPARTEMENT,27.0,1.0,2.403,48.84261
2024-1224862,24.09.2024,"290000,00",RUE JONQUOY,14,Dépendance ,,0.0,2.31606,48.82934
2024-1197755,28/03/2024,"1277297,00",RUE MARIE STUART,2,Appartement ,82.0,3.0,2.34731,48.86528
2024-1225140,04/10/2024,"607000,00",RUE CHARLES FOURIER,13,Appartement,64.0,3.0,2.35092,48.82488
2024-1214894,10/04/2024,"11200,00",RUE FIZEAU,15,DÉPENDANCE,,0.0,2.30269,48.83081
2024-1227695,09.12.2024,"270000,00",RUE DE LA HARPE,5,Appartement ,23.0,1.0,2.34464,48.85211
2024-1221516,01.08.2024,"470000,00",RUE JEAN PIERRE TIMBAUD,11, Local industriel. commercial ou assimilé,51.0,0.0,2.36606,48.86488
2024-1211088,22.01.2024,"357250,00",RUE TIPHAINE,15,Appartement ,35.0,2.0,2.29546,48.84931
2024-1225169,21/10/2024,"342000,00",RUE EUGENE GIBEZ,15,Appartement ,41.0,3.0,2.29507,48.83549
2024-1215534,08/04/2024,"173299,50",RUE DU CHATEAU,14, Appartement,34.0,2.0,2.31969,48.83523
2024-1210852,15/01/2024,"330000,00 €",RUE LE BRUN,13,Appartement,38.0,2.0,2.35377,48.83552
2024-1214326,28.03.2024,"543000,00",RUE DU MOULINET,13,Appartement,75.0,3.0,2.35519,48.82684
2024-1200508,05/06/2024,"1159000,00 €",PL DES TERNES,17,Dépendance ,,0.0,2.29734,48.87851
2024-1219433,25/06/2024,"21606678,00",AV DE LA REPUBLIQUE,11,Appartement ,33.0,1.0,2.38013,48.86455
2024-1213258,13.02.2024,"325000,00",RUE BAUDRICOURT,13,Appartement ,42.0,2.0,2.36259,48.82579
2024-1194512,01/02/2024,"475000,00",RUE DE NAVARIN,9,Appartement ,50.0,3.0,2.33779,48.88012
2024-1218470,30/05/2024,"324044,00",RUE LECOURBE,15,DÉPENDANCE,,0.0,2.28305,48.83587
2024-1216198,23.04.2024,"80150000,00",RUE DUPIN,6,APPARTEMENT,100.0,2.0,2.32526,48.85018
2024-1202369,17.07.2024,"4100000,00",RUE MANUEL,9, Local industriel. commercial ou assimilé,9.0,0.0,2.33995,48.87848
2024-1198547,19/04/2024,"190800,00",RUE BOYER,20,Appartement ,25.0,2.0,2.39221,48.86898
2024-1202344,16.07.2024,"60700000,00",RUE DU FAUBOURG SAINT HONORE,8,Appartement ,44.0,2.0,2.30702,48.87413
2024-1198398,23/04/2024,"2016300,00",AV DE VILLIERS,17,Appartement ,146.0,6.0,2.30361,48.88437
2024-1221964,30.07.2024,"865990,00",RUE FONDARY,15,DÉPENDANCE,,0.0,2.29261,48.84854
2024-1211264,18/01/2024,"1168250,00",RUE GUY DE MAUPASSANT,16,Dépendance ,,0.0,2.27369,48.86292
2024-1211695,25.01.2024,"160000,00",RUE SAINT AMAND,15,APPARTEMENT,17.0,1.0,2.30863,48.83557
2024-1219724,02/07/2024,"18000,00 €",BD MURAT,16,DÉPENDANCE,,0.0,2.25725,48.83909
2024-1199481,24.05.2024,"27500,00",RUE CARDINET,17,Dépendance ,,0.0,2.31238,48.88554
2024-1206641,09.10.2024,"500,00",RUE JOUFFROY D'ABBANS,17,APPARTEMENT,53.0,2.0,2.31159,48.88644
2024-1228412,13.12.2024,"226000,00",SQ ADANSON,5,Appartement,20.0,1.0,2.35193,48.8391
2024-1218692,31.05.2024,"850000,00",SQ DESNOUETTES,15,APPARTEMENT,22.0,1.0,2.28411,48.83491
2024-1223550,04/09/2024,"265000,00",RUE DES COLONNES DU TRONE,12, Dépendance,,0.0,2.39835,48.84634
2024-1204772,12.09.2024,"634000,00",RUE ORDENER,18,Appartement,63.0,3.0,2.33373,48.89356
2024-1229207,18/12/2024,"416350,00",RUE LEFEBVRE,15,DÉPENDANCE,,0.0,2.29253,48.83168
2024-1228626,16/12/2024,"1345300,00",IMP REILLE,14,Dépendance ,,0.0,2.3394,48.82649
2024-1222878,06.09.2024,"2020000,00 €",RUE HENRI BARBUSSE,5,Appartement ,170.0,6.0,2.33831,48.83976
2024-1210653,11/01/2024,"268000,00",RUE CORIOLIS,12,Dépendance,,0.0,2.39158,48.83623
2024-1218377,13/06/2024,"885000,00",RUE SAINT LAMBERT,15,Local industriel. commercial ou assimilé ,120.0,0.0,2.29372,48.83638
2024-1209998,23.12.2024,"1650000,00",RUE DE PROVENCE,9,Appartement ,40.0,1.0,2.34186,48.8742
2024-1219686,14.06.2024,"619750,00",RUE ANTOINE BOURDELLE,15, Dépendance,,0.0,2.31834,48.84264
2024-1215860,19.04.2024,"6550000,00",RUE MONGE,5,LOCAL INDUSTRIEL. COMMERCIAL OU ASSIMILÉ,10.0,0.0,2.35183,48.84248
2024-1223143,06.09.2024,"286500,00",AV VICTOR HUGO,16,APPARTEMENT,28.0,2.0,2.29148,48.87184
2024-1222196,14.08.2024,"140000,00",RUE DE REUILLY,12, Local industriel. commercial ou assimilé,20.0,0.0,2.38585,48.8491
2024-1223813,10/09/2024,"196810,00",SQ FREDERIC VALLOIS,15,Dépendance,,0.0,2.30358,48.83561
2024-1224139,13.09.2024,"595420,00 €",RUE PASTEUR,11,Appartement ,60.0,3.0,2.3763,48.86216
2024-1221568,22.07.2024,"262735,00",RUE BOYER BARRET,14,DÉPENDANCE,,0.0,2.31785,48.83254
2024-1222437,05/08/2024,"1014600,00",RUE MIRABEAU,16, Dépendance,,0.0,2.27292,48.84701
2024-1212335,12.02.2024,"2616620,00",AV ST HONORE D EYLAU,16,DÉPENDANCE,,0.0,2.28673,48.86755
2024-1223799,30.09.2024,"1287000,00",RUE DE PICPUS,12,Dépendance,,0.0,2.398,48.84255
2024-1209432,18/12/2024,"626000,00 €",RUE LISFRANC,20,Appartement ,73.0,1.0,2.40246,48.86229
2024-1204847,11/09/2024,"965000,00",RUE REBEVAL,19,Appartement,40.0,1.0,2.38043,48.87457
2024-1197610,12.04.2024,"405000,00",RUE DES CLOYS,18,Appartement ,28.0,2.0,2.34132,48.89272
2024-1205783,27/09/2024,"622000,00 €",RUE ETIENNE DOLET,20,Dépendance,,0.0,2.38518,48.86787
2024-1228161,20/12/2024,"12550000,00",RUE BONAPARTE,6, Dépendance,,0.0,2.3354,48.85699
2024-1201120,28.06.2024,"282600,00",PAS DES ABBESSES,18,DÉPENDANCE,,0.0,2.33823,48.88481
2024-1228947,20.12.2024,"1944300,00",BD DES INVALIDES,7, Appartement,57.0,2.0,2.31399,48.85274
2024-1203433,02.08.2024,"194840,00",RUE MARCADET,18,Dépendance,,0.0,2.34702,48.89064
2024-1224369,18/09/2024,"582462,70",RUE DE DANTZIG,15,DÉPENDANCE,,0.0,2.3005,48.83411
2024-1202542,08/07/2024,"2430000,00",RUE JOUFFROY D'ABBANS,17,Appartement,70.0,2.0,2.30236,48.88204
2024-1221167,22.07.2024,"560000,00",RUE DE VAUGIRARD,15, Appartement,62.0,3.0,2.31459,48.84302
2024-1226117,23.10.2024,"323500,00",RUE DE FECAMP,12,Dépendance ,,0.0,2.39868,48.83482
2024-1213603,23/02/2024,"630000,00",RUE ALEXANDRE DUMAS,11,Appartement ,63.0,3.0,2.3913,48.85342
2024-1215908,12/04/2024,"252000,00",RUE DU MOULIN VERT,14,Dépendance,,0.0,2.32173,48.83026
2024-1208767,10/12/2024,"215000,00",RUE FONTAINE DU BUT,18, Appartement,25.0,2.0,2.33967,48.89087
2024-1215802,17.04.2024,"105000,00 €",RUE MAISON DIEU,14,Appartement ,15.0,1.0,2.32213,48.83567
2024-1222569,04.09.2024,"800000,00",RUE DE VAUGIRARD,15, Dépendance,,0.0,2.29941,48.83847
2024-1202344,16.07.2024,"60700000,00",RUE DU FAUBOURG SAINT HONORE,8,APPARTEMENT,102.0,3.0,2.30702,48.87413
2024-1202393,28.06.2024,"345000,00",RUE DE BAGNOLET,20,APPARTEMENT,25.0,2.0,2.39953,48.85816
2024-1209270,13/12/2024,"480000,00",RUE LEON JOUHAUX,10,Appartement ,46.0,2.0,2.36569,48.86934
2024-1218024,29/05/2024,"17576208,00",BD SAINT GERMAIN,6,Appartement,29.0,2.0,2.33215,48.85369
2024-1214787,29.03.2024,"55000,00",RUE DE GRENELLE,7,Local industriel. commercial ou assimilé,20.0,0.0,2.32858,48.85274
2024-1222748,28/08/2024,"621500,00",RUE AUGUSTE VACQUERIE,16,Appartement,62.0,2.0,2.29457,48.8696
2024-1219459,21/06/2024,"790000,00",AV GEORGES MANDEL,16,Dépendance,,0.0,2.28294,48.86382
2024-1202288,01.07.2024,"292677,00",RUE PIERRE DEMOURS,17,Local industriel. commercial ou assimilé,20.0,0.0,2.29441,48.88077
2024-1228231,28.11.2024,"380000,00 €",AV PARMENTIER,11,Appartement ,42.0,3.0,2.37157,48.86882
2024-1220114,05/07/2024,"484000,00",RUE MARGUERITE GONNET,11,DÉPENDANCE,,0.0,2.39017,48.85
2024-1214563,28.03.2024,"1505000,00",SQ DU CROISIC,15,Appartement ,159.0,6.0,2.31752,48.84584
2024-1227907,12.12.2024,"350000,00",RUE DES SAINTS PERES,7,Dépendance ,,0.0,2.332,48.85732
2024-1207467,23.10.2024,"581800,00",AV SECRETAN,19,APPARTEMENT,61.0,3.0,2.37583,48.87979
2024-1201337,21.06.2024,"185000,00 €",RUE CHAMPIONNET,18,DÉPENDANCE,,0.0,2.33092,48.89416
2024-1215830,29/04/2024,"930433,30",RUE DE RENNES,6,APPARTEMENT,62.0,2.0,2.33172,48.85347
2024-1207641,25/10/2024,"425000,00",AV GAMBETTA,20,Dépendance ,,0.0,2.40551,48.87278
2024-1223122,31/07/2024,"1050000,00",RUE SAINT PLACIDE,6,Appartement,92.0,4.0,2.32586,48.84885
2024-1219130,27.06.2024,"2660000,00",RUE BENJAMIN FRANKLIN,16,Appartement,114.0,3.0,2.28589,48.8607
2024-1212231,30/01/2024,"140000,00",RUE DE LA BUTTE AUX CAILLES,13,Appartement,12.0,1.0,2.348,48.82742
2024-1202338,26.06.2024,"205000,00",RUE DU FBG ST MARTIN,10,Appartement ,7.0,1.0,2.36311,48.8798
2024-1222905,30/08/2024,"480000,00",AV DU MAINE,14, Appartement,51.0,2.0,2.32482,48.83192
2024-1204757,06/09/2024,"2279235,00",RUE NOLLET,17, Appartement,143.0,6.0,2.32148,48.88721
2024-1220720,27.06.2024,"205000,00 €",RUE RAYMOND LOSSERAND,14,Appartement,20.0,1.0,2.32238,48.83599
2024-1196212,19.03.2024,"1230200,00",RUE JOSEPH DE MAISTRE,18,APPARTEMENT,81.0,3.0,2.33343,48.88648
2024-1212064,19/02/2024,"526000,00",RUE DE LA ROQUETTE,11,Dépendance,,0.0,2.37719,48.8569
2024-1227173,15.11.2024,"2080000,00",RUE MESNIL,16,Appartement ,180.0,6.0,2.28468,48.86804
2024-1210364,19/12/2024,"415000,00",RUE DE THORIGNY,3,Appartement ,32.0,1.0,2.36308,48.8603
2024-1205648,01/10/2024,,RUE DE LA VERRERIE,4,Appartement,9.0,1.0,2.3534,48.85802
2024-1213186,12/03/2024,"975000,00",RUE DE LA FAISANDERIE,16,Dépendance ,,0.0,2.27437,48.86718
2024-1222918,28/08/2024,"885000,00",RUE JASMIN,16,Local industriel. commercial ou assimilé ,101.0,0.0,2.26746,48.85256
2024-1207702,16.10.2024,"1027550,00",RUE DE LEVIS,17,Dépendance ,,0.0,2.31402,48.88294
2024-1225032,18/10/2024,"560000,00 €",SQ DESAIX,15, Dépendance,,0.0,2.29142,48.85288
2024-1193911,31.01.2024,"30000,00",RUE REBEVAL,19,Appartement ,49.0,2.0,2.38325,48.87373
2024-1212695,15/02/2024,"255000,00",RUE BRANCION,15,Appartement,31.0,2.0,2.30427,48.83326
2024-1204016,31/07/2024,"336000,00",RUE DE LA GRENADE,19, Dépendance,,0.0,2.39842,48.88865
2024-1221335,17/07/2024,"1750000,00",AV DE BRETEUIL,7,Appartement,112.0,4.0,2.31127,48.85046
2024-1214559,05/04/2024,"215000,00",RUE COPREAUX,15, Appartement,19.0,1.0,2.30712,48.84172
2024-1216669,29/04/2024,"748000,00",PAS BULLOURDE,11,DÉPENDANCE,,0.0,2.37645,48.85535
